"23","28","119","134","49","38","23","27"
"22","28","115","125","79","38","21","25"
"25","29","59","94","82","38","22","25"
"26","33","59","102","84","38","26","27"
"25","32","58","94","80","37","27","25"
"25","30","74","87","87","37","31","25"
"27","29","76","96","74","36","32","27"
"25","29","74","108","70","38","33","27"
"22","26","71","90","72","36","29","23"
"22","26","71","92","71","36","28","23"
"24","28","49","102","61","35","25","21"
"23","29","46","92","41","34","23","18"
"24","27","61","76","65","33","23","19"
"24","27","58","74","63","39","28","20"
"25","27","58","90","66","39","27","21"
"22","23","56","80","68","39","28","21"
"22","23","59","101","72","40","29","22"
"19","23","40","108","57","38","27","21"
"21","24","47","126","61","35","24","21"
"20","25","43","115","59","36","25","19"
"20","26","44","118","60","34","27","20"
"20","28","39","101","55","31","26","21"
"21","28","39","89","50","31","27","20"
"21","26","30","70","52","31","25","20"
"22","27","30","79","60","32","26","22"
"23","30","31","90","69","46","26","22"
"23","29","31","99","72","52","30","22"
"25","27","38","123","78","54","32","24"
"25","29","41","119","74","53","32","24"
"25","29","41","115","72","54","32","23"
"23","27","47","134","65","45","31","24"
"23","25","49","134","73","40","26","23"
"22","27","49","116","68","41","24","23"
"21","27","67","147","84","49","29","24"
"20","26","69","146","87","52","31","25"
"20","28","65","126","90","52","29","23"
"20","28","65","138","79","53","31","24"
"20","27","63","154","80","52","31","25"
"20","31","54","134","65","45","28","24"
"21","32","52","137","64","42","26","23"
"20","31","55","127","63","41","26","24"
"19","33","54","108","68","41","26","24"
"22","34","61","106","68","41","27","26"
"21","29","49","93","70","44","26","28"
"21","27","52","91","71","43","26","28"
"20","32","58","92","66","43","30","29"
"21","31","69","94","64","42","30","28"
"16","30","66","111","61","39","28","25"
"18","32","68","133","72","37","28","25"
"18","32","66","133","74","41","31","25"
"22","28","59","135","73","38","27","23"
"24","28","46","136","72","37","28","24"
"27","31","39","105","70","37","28","25"
"26","36","42","90","53","36","28","23"
"25","34","42","86","54","35","26","22"
"26","38","66","109","63","40","27","23"
"24","40","69","110","66","41","29","23"
"25","38","74","120","66","38","29","23"
"26","33","70","116","69","36","28","24"
"27","34","71","117","55","36","29","23"
"24","31","48","96","50","39","33","26"
"24","28","42","94","60","39","33","26"
"21","27","44","134","64","43","32","26"
"22","26","43","129","62","43","32","25"
"23","27","47","134","60","41","31","26"
"26","28","46","136","55","35","28","22"
"26","27","49","145","53","40","27","24"
"26","26","53","109","52","39","29","22"
"27","29","53","106","52","38","26","21"
"26","29","49","98","51","37","27","22"
"25","25","53","95","53","36","27","24"
"25","25","50","83","47","30","27","21"
"25","31","48","82","57","28","25","22"
"23","32","51","88","58","36","27","25"
"22","32","51","87","63","36","27","26"
"20","33","52","87","69","38","26","25"
"20","36","59","114","73","38","25","24"
"21","31","54","101","68","41","31","26"
"22","29","53","96","65","35","31","23"
"22","28","56","102","65","37","33","26"
"23","28","52","107","62","36","31","27"
"27","25","55","107","57","39","32","27"
"26","25","51","111","73","37","29","26"
"26","25","49","114","74","39","27","28"
"27","30","46","110","73","40","28","26"
"26","30","46","104","73","39","30","24"
"21","30","41","123","95","47","30","24"
"22","30","42","125","81","47","30","24"
"23","32","39","124","82","46","28","24"
"23","27","53","170","81","44","27","24"
"25","26","53","171","82","43","27","25"
"25","26","44","174","54","34","25","24"
"24","30","47","182","70","36","24","22"
"24","28","50","192","73","40","27","23"
"23","29","35","158","75","40","28","23"
"20","28","38","160","74","47","26","24"
"20","27","44","124","82","47","26","25"
"21","24","38","110","71","47","28","28"
"22","25","36","86","66","44","27","27"
"23","25","35","72","65","46","22","26"
"23","26","36","79","69","41","24","27"
"24","26","30","83","66","40","23","26"
"23","28","41","87","66","39","23","26"
"21","27","43","98","74","38","22","25"
"20","27","44","100","73","37","23","26"
"18","26","42","96","66","35","26","24"
"22","30","42","76","66","34","26","24"
"21","28","33","69","66","35","25","23"
"21","29","30","59","61","36","27","24"
"23","28","28","63","62","43","28","23"
"23","29","28","63","75","44","25","22"
"20","26","27","64","69","46","25","22"
"21","28","31","78","72","45","24","23"
"20","25","34","82","69","46","24","23"
"18","28","35","81","70","41","25","27"
"19","27","36","83","65","39","24","28"
"21","26","36","87","64","38","26","29"
"21","25","33","86","66","40","25","28"
"22","25","28","89","70","37","24","26"
"25","22","32","89","89","39","24","24"
